,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
5799,6089,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5800,6090,2,WinterVacation,[2-3],Standard,[160-260],[2-2],True
5801,1736,528,WinterVacation,[0-1],Nonref,[160-260],[2-2],True
5802,6091,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
5803,6092,123,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
5804,6093,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
5805,6094,531,WinterVacation,[0-1],Nonref,[260-360],[5-inf],True
5806,6095,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
5807,1281,478,WinterVacation,[4-7],Nonref,[160-260],[1-1],True
5808,6097,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5809,6098,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5810,6099,532,WinterVacation,[0-1],Standard,[160-260],[3-4],True
5811,6100,186,MayLongWeekend,[4-7],Standard,[260-360],[5-inf],True
5812,6101,69,OffSeason,[2-3],Standard,[260-360],[5-inf],False
5813,6102,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
5814,6104,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
5815,6105,531,WinterVacation,[0-1],Nonref,[260-360],[5-inf],True
5816,6106,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
5817,6107,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5818,6108,436,WinterVacation,[2-3],Standard,[260-360],[3-4],True
5819,6110,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5820,6111,73,OffSeason,[4-7],Nonref,[0-160],[2-2],True
5821,6112,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
5822,6112,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
5823,6113,460,WinterVacation,[2-3],Nonref,[160-260],[5-inf],True
5824,6114,39,OffSeason,[4-7],Standard,[260-360],[3-4],True
5825,6115,166,MayLongWeekend,[2-3],Standard,[260-360],[5-inf],True
5826,6116,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5827,6117,396,WinterVacation,[4-7],Standard,[260-360],[3-4],True
5828,6119,396,WinterVacation,[4-7],Standard,[260-360],[3-4],True
5829,6120,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
5830,6121,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
5831,6122,544,WinterVacation,[0-1],Standard,[160-260],[2-2],True
5832,6123,446,WinterVacation,[2-3],Standard,[160-260],[5-inf],True
5833,6124,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
5834,6125,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5835,6126,552,WinterVacation,[8-inf],Standard,[160-260],[1-1],True
5836,6128,88,LowSeason,[4-7],Nonref,[260-360],[3-4],True
5837,6129,465,WinterVacation,[2-3],Nonref,[260-360],[5-inf],True
5838,1281,449,WinterVacation,[2-3],Nonref,[160-260],[2-2],False
5839,6131,74,OffSeason,[4-7],Nonref,[160-260],[3-4],True
5840,6132,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
5841,6133,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
5842,6134,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
5843,6135,60,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
5844,6136,73,OffSeason,[4-7],Nonref,[0-160],[2-2],True
5845,6137,2,WinterVacation,[2-3],Standard,[160-260],[2-2],True
5846,6138,127,WinterVacation,[2-3],Nonref,[160-260],[3-4],False
5847,6139,449,WinterVacation,[2-3],Nonref,[160-260],[2-2],False
5848,6140,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
5849,6141,60,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
5850,5888,163,OffSeason,[0-1],Standard,[160-260],[3-4],True
5851,6142,384,WinterVacation,[4-7],Standard,[160-260],[5-inf],True
5852,6143,108,WinterVacation,[2-3],Standard,[160-260],[1-1],True
5853,6144,496,WinterVacation,[2-3],Nonref,[0-160],[2-2],True
5854,6145,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5855,6146,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
5856,6148,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5857,6149,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
5858,6151,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
5859,6152,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
5860,1502,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
5861,6153,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5862,6154,405,WinterVacation,[4-7],Nonref,[260-360],[5-inf],True
5863,6155,450,WinterVacation,[4-7],Nonref,[160-260],[2-2],False
5864,6156,465,WinterVacation,[2-3],Nonref,[260-360],[5-inf],True
5865,6159,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
5866,6160,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
5867,6161,39,OffSeason,[4-7],Standard,[260-360],[3-4],True
5868,6162,105,WinterVacation,[2-3],Standard,[260-360],[3-4],False
5869,826,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5870,6107,426,WinterVacation,[0-1],Standard,[160-260],[3-4],False
5871,6163,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
5872,6164,127,WinterVacation,[2-3],Nonref,[160-260],[3-4],False
5873,6165,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5874,6166,544,WinterVacation,[0-1],Standard,[160-260],[2-2],True
5875,6167,552,WinterVacation,[8-inf],Standard,[160-260],[1-1],True
5876,6168,158,MayLongWeekend,[2-3],Nonref,[160-260],[5-inf],True
5877,6169,553,WinterVacation,[2-3],Standard,[0-160],[2-2],False
5878,6170,119,WinterVacation,[4-7],Nonref,[160-260],[3-4],True
5879,6171,94,HighSeason,[4-7],Standard,[260-360],[5-inf],True
5880,6172,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5881,6173,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
5882,6175,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5883,6176,2,WinterVacation,[2-3],Standard,[160-260],[2-2],True
5884,6177,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5885,6178,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
5886,6179,496,WinterVacation,[2-3],Nonref,[0-160],[2-2],True
5887,6180,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
5888,6181,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
5889,6182,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
5890,6184,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5891,5251,465,WinterVacation,[2-3],Nonref,[260-360],[5-inf],True
5892,6188,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
5893,6189,18,MayLongWeekend,[4-7],Standard,[160-260],[3-4],True
5894,6191,554,WinterVacation,[0-1],Standard,[260-360],[2-2],True
5895,6192,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5896,6193,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5897,6194,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5898,4295,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5899,6195,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5900,6196,66,WinterVacation,[4-7],Standard,[160-260],[2-2],True
5901,682,364,WinterVacation,[2-3],Standard,[160-260],[3-4],False
5902,6198,487,WinterVacation,[0-1],Nonref,[260-360],[5-inf],False
5903,6199,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5904,6200,161,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
5905,6201,449,WinterVacation,[2-3],Nonref,[160-260],[2-2],False
5906,6202,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5907,6203,460,WinterVacation,[2-3],Nonref,[160-260],[5-inf],True
5908,6204,66,WinterVacation,[4-7],Standard,[160-260],[2-2],True
5909,6205,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
5910,6206,63,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
5911,6207,555,OffSeason,[4-7],Standard,[260-360],[1-1],True
5912,6208,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
5913,6209,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5914,6210,60,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
5915,6211,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
5916,6212,556,WinterVacation,[4-7],Standard,[0-160],[1-1],True
5917,6213,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
5918,6214,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
5919,6215,460,WinterVacation,[2-3],Nonref,[160-260],[5-inf],True
5920,6216,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
5921,6217,2,WinterVacation,[2-3],Standard,[160-260],[2-2],True
5922,6218,70,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
5923,6219,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5924,1392,482,WinterVacation,[4-7],Nonref,[160-260],[3-4],False
5925,6220,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
5926,6221,557,WinterVacation,[2-3],Nonref,[360-500],[1-1],True
5927,6222,175,OffSeason,[8-inf],Nonref,[160-260],[1-1],True
5928,6222,144,OffSeason,[4-7],Nonref,[160-260],[1-1],True
5929,6223,558,WinterVacation,[0-1],Nonref,[0-160],[2-2],False
5930,6224,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
5931,5882,528,WinterVacation,[0-1],Nonref,[160-260],[2-2],True
5932,6225,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5933,96,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
5934,6112,544,WinterVacation,[0-1],Standard,[160-260],[2-2],True
5935,6226,559,Easter,[4-7],Standard,[160-260],[3-4],False
5936,6227,2,WinterVacation,[2-3],Standard,[160-260],[2-2],True
5937,6228,74,OffSeason,[4-7],Nonref,[160-260],[3-4],True
5938,885,276,LowSeason,[2-3],Nonref,[260-360],[3-4],True
5939,6229,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
5940,6230,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
5941,6231,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5942,6232,510,WinterVacation,[0-1],Nonref,[160-260],[3-4],True
5943,6233,496,WinterVacation,[2-3],Nonref,[0-160],[2-2],True
5944,6234,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
5945,6235,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5946,6237,544,WinterVacation,[0-1],Standard,[160-260],[2-2],True
5947,6238,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
5948,6239,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5949,6240,119,WinterVacation,[4-7],Nonref,[160-260],[3-4],True
5950,6241,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5951,400,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5952,6242,545,WinterVacation,[2-3],Nonref,[160-260],[1-1],True
5953,3336,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5954,6243,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5955,6244,66,WinterVacation,[4-7],Standard,[160-260],[2-2],True
5956,6245,119,WinterVacation,[4-7],Nonref,[160-260],[3-4],True
5957,6246,536,WinterVacation,[2-3],Nonref,[260-360],[2-2],False
5958,6247,449,WinterVacation,[2-3],Nonref,[160-260],[2-2],False
5959,6248,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5960,6249,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5961,6250,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5962,6251,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
5963,6253,528,WinterVacation,[0-1],Nonref,[160-260],[2-2],True
5964,6254,102,Easter,[2-3],Nonref,[260-360],[5-inf],True
5965,6255,151,HighSeason,[4-7],Nonref,[160-260],[3-4],True
5966,3951,76,HighSeason,[2-3],Nonref,[160-260],[3-4],True
5967,6256,322,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
5968,6258,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
5969,6259,2,WinterVacation,[2-3],Standard,[160-260],[2-2],True
5970,6260,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
5971,6261,66,WinterVacation,[4-7],Standard,[160-260],[2-2],True
5972,6262,535,WinterVacation,[2-3],Nonref,[260-360],[2-2],True
5973,6263,27,Easter,[2-3],Standard,[160-260],[3-4],True
5974,6264,173,HighSeason,[2-3],Standard,[160-260],[3-4],False
5975,6266,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
5976,6267,478,WinterVacation,[4-7],Nonref,[160-260],[1-1],True
5977,6268,96,OffSeason,[4-7],Nonref,[160-260],[5-inf],True
5978,6269,560,WinterVacation,[0-1],Standard,[160-260],[5-inf],True
5979,6270,48,Easter,[2-3],Nonref,[160-260],[3-4],True
5980,6271,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5981,5983,108,WinterVacation,[2-3],Standard,[160-260],[1-1],True
5982,6272,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5983,6273,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
5984,6274,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5985,6275,2,WinterVacation,[2-3],Standard,[160-260],[2-2],True
5986,6276,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5987,6277,0,WinterVacation,[2-3],Standard,[260-360],[5-inf],True
5988,6278,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
5989,6279,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
5990,6280,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
5991,6281,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
5992,6283,465,WinterVacation,[2-3],Nonref,[260-360],[5-inf],True
5993,1178,545,WinterVacation,[2-3],Nonref,[160-260],[1-1],True
5994,6284,80,OffSeason,[4-7],Standard,[0-160],[2-2],True
5995,6285,185,OffSeason,[8-inf],Nonref,[160-260],[3-4],True
5996,6288,527,WinterVacation,[8-inf],Nonref,[160-260],[2-2],True
5997,6289,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
5998,6290,427,WinterVacation,[4-7],Nonref,[160-260],[2-2],True
5999,5783,0,WinterVacation,[2-3],Standard,[260-360],[5-inf],True
6000,6291,540,WinterVacation,[2-3],Nonref,[160-260],[5-inf],False
6001,4890,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
6002,6292,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
6003,6293,364,WinterVacation,[2-3],Standard,[160-260],[3-4],False
6004,6294,532,WinterVacation,[0-1],Standard,[160-260],[3-4],True
6005,706,122,WinterVacation,[0-1],Standard,[260-360],[3-4],False
6006,6295,2,WinterVacation,[2-3],Standard,[160-260],[2-2],True
6007,4511,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
6008,6296,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
6009,6297,122,WinterVacation,[0-1],Standard,[260-360],[3-4],False
6010,6298,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
6011,6299,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
6012,6301,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
6013,6302,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
6014,6303,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
6015,6304,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
6016,6305,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
6017,6306,446,WinterVacation,[2-3],Standard,[160-260],[5-inf],True
6018,6307,70,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
6019,2821,532,WinterVacation,[0-1],Standard,[160-260],[3-4],True
6020,6308,465,WinterVacation,[2-3],Nonref,[260-360],[5-inf],True
6021,6309,136,LowSeason,[2-3],Nonref,[160-260],[2-2],True
6022,6310,460,WinterVacation,[2-3],Nonref,[160-260],[5-inf],True
6023,6311,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6024,2834,418,OffSeason,[4-7],Nonref,[0-160],[2-2],False
6025,6312,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
6026,6313,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
6027,6314,510,WinterVacation,[0-1],Nonref,[160-260],[3-4],True
6028,6315,460,WinterVacation,[2-3],Nonref,[160-260],[5-inf],True
6029,6315,460,WinterVacation,[2-3],Nonref,[160-260],[5-inf],True
6030,6316,544,WinterVacation,[0-1],Standard,[160-260],[2-2],True
6031,6317,163,OffSeason,[0-1],Standard,[160-260],[3-4],True
6032,6318,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
6033,6319,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
6034,6320,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
6035,6321,460,WinterVacation,[2-3],Nonref,[160-260],[5-inf],True
6036,6322,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
6037,6323,451,WinterVacation,[2-3],Standard,[0-160],[2-2],True
6038,6324,119,WinterVacation,[4-7],Nonref,[160-260],[3-4],True
6039,6325,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
6040,6326,449,WinterVacation,[2-3],Nonref,[160-260],[2-2],False
6041,6327,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6042,6328,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6043,6329,265,LowSeason,[4-7],Standard,[160-260],[3-4],False
6044,6330,291,HighSeason,[8-inf],Nonref,[260-360],[5-inf],True
6045,6331,548,WinterVacation,[2-3],Nonref,[260-360],[5-inf],False
6046,6332,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6047,6333,190,HighSeason,[2-3],Standard,[260-360],[5-inf],True
6048,6334,427,WinterVacation,[4-7],Nonref,[160-260],[2-2],True
6049,6335,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6050,6335,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6051,6335,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6052,6337,66,WinterVacation,[4-7],Standard,[160-260],[2-2],True
6053,6338,510,WinterVacation,[0-1],Nonref,[160-260],[3-4],True
6054,6339,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
6055,6340,103,OffSeason,[4-7],Nonref,[260-360],[3-4],True
6056,6341,108,WinterVacation,[2-3],Standard,[160-260],[1-1],True
6057,4361,528,WinterVacation,[0-1],Nonref,[160-260],[2-2],True
6058,6342,114,HighSeason,[8-inf],Standard,[160-260],[2-2],True
6059,6343,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6060,6344,465,WinterVacation,[2-3],Nonref,[260-360],[5-inf],True
6061,6345,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
6062,6346,561,MayLongWeekend,[2-3],Nonref,[260-360],[2-2],True
6063,6346,561,MayLongWeekend,[2-3],Nonref,[260-360],[2-2],True
6064,6347,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
6065,6348,490,WinterVacation,[2-3],Nonref,[260-360],[3-4],True
6066,6349,364,WinterVacation,[2-3],Standard,[160-260],[3-4],False
6067,6350,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
6068,6351,2,WinterVacation,[2-3],Standard,[160-260],[2-2],True
6069,6352,0,WinterVacation,[2-3],Standard,[260-360],[5-inf],True
6070,6353,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6071,5783,2,WinterVacation,[2-3],Standard,[160-260],[2-2],True
6072,6354,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
6073,6355,70,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
6074,6356,510,WinterVacation,[0-1],Nonref,[160-260],[3-4],True
6075,6357,189,LowSeason,[2-3],Nonref,[160-260],[3-4],True
6076,6358,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
6077,6359,119,WinterVacation,[4-7],Nonref,[160-260],[3-4],True
6078,6360,562,WinterVacation,[0-1],Standard,[260-360],[3-4],True
6079,1287,135,LowSeason,[4-7],Nonref,[160-260],[3-4],True
6080,6361,168,Easter,[4-7],Standard,[160-260],[2-2],True
6081,6363,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
6082,6364,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
6083,6365,510,WinterVacation,[0-1],Nonref,[160-260],[3-4],True
6084,6366,70,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
6085,6367,155,Easter,[2-3],Nonref,[260-360],[3-4],True
6086,6368,536,WinterVacation,[2-3],Nonref,[260-360],[2-2],False
6087,6369,43,WinterVacation,[4-7],Standard,[160-260],[3-4],False
6088,6370,364,WinterVacation,[2-3],Standard,[160-260],[3-4],False
6089,6372,482,WinterVacation,[4-7],Nonref,[160-260],[3-4],False
6090,6373,151,HighSeason,[4-7],Nonref,[160-260],[3-4],True
6091,6374,103,OffSeason,[4-7],Nonref,[260-360],[3-4],True
6092,6375,144,OffSeason,[4-7],Nonref,[160-260],[1-1],True
6093,6376,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6094,6378,449,WinterVacation,[2-3],Nonref,[160-260],[2-2],False
6095,6379,43,WinterVacation,[4-7],Standard,[160-260],[3-4],False
6096,5251,318,HighSeason,[2-3],Nonref,[260-360],[3-4],False
6097,6380,119,WinterVacation,[4-7],Nonref,[160-260],[3-4],True
6098,6381,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
6099,6382,15,OffSeason,[8-inf],Standard,[260-360],[5-inf],True
6100,6383,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
6101,6384,478,WinterVacation,[4-7],Nonref,[160-260],[1-1],True
6102,6385,548,WinterVacation,[2-3],Nonref,[260-360],[5-inf],False
6103,6386,528,WinterVacation,[0-1],Nonref,[160-260],[2-2],True
6104,6387,163,OffSeason,[0-1],Standard,[160-260],[3-4],True
6105,6388,130,OffSeason,[4-7],Standard,[160-260],[5-inf],True
6106,6389,0,WinterVacation,[2-3],Standard,[260-360],[5-inf],True
6107,6390,89,Easter,[4-7],Standard,[160-260],[3-4],True
6108,6391,119,WinterVacation,[4-7],Nonref,[160-260],[3-4],True
6109,4752,74,OffSeason,[4-7],Nonref,[160-260],[3-4],True
6110,6393,67,OffSeason,[2-3],Nonref,[0-160],[2-2],True
6111,840,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6112,840,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6113,6394,5,Easter,[4-7],Standard,[260-360],[5-inf],True
6114,6395,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
6115,6396,39,OffSeason,[4-7],Standard,[260-360],[3-4],True
6116,4942,563,WinterVacation,[0-1],Standard,[260-360],[5-inf],False
6117,3988,32,OffSeason,[2-3],Standard,[260-360],[2-2],True
6118,6397,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
6119,6398,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6120,6399,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6121,6400,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
6122,6401,465,WinterVacation,[2-3],Nonref,[260-360],[5-inf],True
6123,6402,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
6124,6403,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
6125,6404,2,WinterVacation,[2-3],Standard,[160-260],[2-2],True
6126,6405,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
6127,5281,119,WinterVacation,[4-7],Nonref,[160-260],[3-4],True
6128,6406,102,Easter,[2-3],Nonref,[260-360],[5-inf],True
6129,6407,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
6130,6408,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6131,6409,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6132,6410,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
6133,6411,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
6134,6412,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6135,6413,465,WinterVacation,[2-3],Nonref,[260-360],[5-inf],True
6136,6414,151,HighSeason,[4-7],Nonref,[160-260],[3-4],True
6137,6415,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
6138,6416,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
6139,847,131,OffSeason,[8-inf],Standard,[0-160],[1-1],True
6140,6417,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
6141,6418,448,WinterVacation,[2-3],Standard,[160-260],[2-2],False
6142,6419,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
6143,6420,100,MayLongWeekend,[4-7],Nonref,[260-360],[5-inf],True
6144,6421,405,WinterVacation,[4-7],Nonref,[260-360],[5-inf],True
6145,6422,130,OffSeason,[4-7],Standard,[160-260],[5-inf],True
6146,6423,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
6147,4608,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
6148,4170,115,WinterVacation,[2-3],Standard,[160-260],[1-1],False
6149,6425,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
6150,6426,108,WinterVacation,[2-3],Standard,[160-260],[1-1],True
6151,6427,67,OffSeason,[2-3],Nonref,[0-160],[2-2],True
6152,6428,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
6153,3674,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6154,6430,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
6155,6431,63,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
6156,6432,465,WinterVacation,[2-3],Nonref,[260-360],[5-inf],True
6157,6434,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6158,6435,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
6159,1736,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6160,6436,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
6161,6437,84,OffSeason,[2-3],Nonref,[260-360],[3-4],True
6162,6438,496,WinterVacation,[2-3],Nonref,[0-160],[2-2],True
6163,6439,74,OffSeason,[4-7],Nonref,[160-260],[3-4],True
6164,6440,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
6165,6441,91,OffSeason,[8-inf],Standard,[160-260],[3-4],True
6166,6442,74,OffSeason,[4-7],Nonref,[160-260],[3-4],True
6167,6443,18,MayLongWeekend,[4-7],Standard,[160-260],[3-4],True
6168,6242,478,WinterVacation,[4-7],Nonref,[160-260],[1-1],True
6169,6444,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
6170,4030,108,WinterVacation,[2-3],Standard,[160-260],[1-1],True
6171,6081,465,WinterVacation,[2-3],Nonref,[260-360],[5-inf],True
6172,6445,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
6173,6446,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6174,6447,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
6175,6448,510,WinterVacation,[0-1],Nonref,[160-260],[3-4],True
6176,6449,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
6177,6450,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
6178,6451,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
6179,6452,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
6180,6453,545,WinterVacation,[2-3],Nonref,[160-260],[1-1],True
6181,6454,510,WinterVacation,[0-1],Nonref,[160-260],[3-4],True
